"","win60s","RunName","drowsy","snTime_0","snTime_1","snTime_2","snTime_3","snTime_4","snTime_5","snTime_6","snTime_7","snTime_8","snTime_9","snTime_10","snTime_11","snTime_12","snTime_13","snTime_14","snTime_15","snTime_16","snTime_17","snTime_18","snTime_19","snTime_20","snTime_21","snTime_22","snTime_23","snTime_24","snTime_25","snTime_26","snTime_27","snTime_28","snTime_29","snTime_30","snTime_31","snTime_32","snTime_33","snTime_34","snTime_35","snTime_36","snTime_37","snTime_38","snTime_39","snTime_40","snTime_41","snTime_42","snTime_43","snTime_44","snTime_45","snTime_46","snTime_47","snTime_48","snTime_49","snTime_50","snTime_51","snTime_52","snTime_53","snTime_54","snTime_55","snTime_56","snTime_57","snTime_58","snTime_59","snTime_60","anTime_0","anTime_1","anTime_2","anTime_3","anTime_4","anTime_5","anTime_6","anTime_7","anTime_8","anTime_9","anTime_10","anTime_11","anTime_12","anTime_13","anTime_14","anTime_15","anTime_16","anTime_17","anTime_18","anTime_19","anTime_20","anTime_21","anTime_22","anTime_23","anTime_24","anTime_25","anTime_26","anTime_27","anTime_28","anTime_29","anTime_30","anTime_31","anTime_32","anTime_33","anTime_34","anTime_35","anTime_36","anTime_37","anTime_38","anTime_39","anTime_40","anTime_41","anTime_42","anTime_43","anTime_44","anTime_45","anTime_46","anTime_47","anTime_48","anTime_49","anTime_50","anTime_51","anTime_52","anTime_53","anTime_54","anTime_55","anTime_56","anTime_57","anTime_58","anTime_59","anTime_60","bnTime_0","bnTime_1","bnTime_2","bnTime_3","bnTime_4","bnTime_5","bnTime_6","bnTime_7","bnTime_8","bnTime_9","bnTime_10","bnTime_11","bnTime_12","bnTime_13","bnTime_14","bnTime_15","bnTime_16","bnTime_17","bnTime_18","bnTime_19","bnTime_20","bnTime_21","bnTime_22","bnTime_23","bnTime_24","bnTime_25","bnTime_26","bnTime_27","bnTime_28","bnTime_29","bnTime_30","bnTime_31","bnTime_32","bnTime_33","bnTime_34","bnTime_35","bnTime_36","bnTime_37","bnTime_38","bnTime_39","bnTime_40","bnTime_41","bnTime_42","bnTime_43","bnTime_44","bnTime_45","bnTime_46","bnTime_47","bnTime_48","bnTime_49","bnTime_50","bnTime_51","bnTime_52","bnTime_53","bnTime_54","bnTime_55","bnTime_56","bnTime_57","bnTime_58","bnTime_59","bnTime_60"
"1757",44,"A_M1162OF01_3S3RNA",FALSE,-0.57171,-1.1865,-2.7022,-2.7685,-1.604,-0.856925,-0.30761,-1.2744,-0.76934,-1.4502,-1.8457,-1.3626,-1.1206,-1.626,-3.0542,-0.593255,-1.6919,-1.27465,0.35156,-0.52734,-1.3399,-1.0547,-1.4502,-1.01095,-0.81298,-0.8789,-0.48318,-0.48339,0.043902,-0.17578,-0.26367,-0.90087,-0.70312,-0.70312,0.482665,0.614885,-1.0548,0.066046,-0.417605,-0.81298,0.329585,-0.08789,-0.92284,-1.9336,-0.81281,-0.13209,0.000428999999999999,-0.52734,-0.26367,-0.28564,-0.92284,-0.92284,-0.52691,-1.0986,1.62595,-0.79101,-0.74706,0.08789,-1.0547,-0.63763,-0.61523,0.25706,0.25527,0.24173,0.24082,0.238475,0.214065,0.213325,0.212245,0.204595,0.19928,0.19164,0.174585,0.174315,0.1746,0.17472,0.17601,0.18388,0.19515,0.198515,0.19932,0.199165,0.199385,0.199425,0.212005,0.212035,0.21204,0.211995,0.211955,0.21199,0.2122,0.254535,0.254535,0.254475,0.23839,0.22937,0.22877,0.22811,0.22324,0.217915,0.2179,0.218055,0.218035,0.217935,0.21779,0.216975,0.21332,0.204315,0.204225,0.204255,0.20426,0.194095,0.192435,0.192445,0.19243,0.19317,0.22125,0.22132,0.2214,0.15174,0.15131,0.18651,-0.012535,-0.0124785,-0.0030614,-0.00312625,-0.0030614,-0.00310775,-0.0029687,-0.0031541,-0.012284,-0.00301505,-0.00298725,0.0017772,0.0065138,0.0064489,0.0064489,-0.00295015,0.0064489,0.00603185,-0.00312625,-0.0030892,-0.0029409,0.0060503,-0.0031263,0.0061801,-0.0030614,-0.0030336,-0.012312,-0.00333945,-0.012377,-0.0030707,-0.012535,-0.00310775,-0.012173,-0.0124415,-0.012618,-0.012535,-0.012535,-0.0124885,-0.0125995,-0.012535,-0.012451,-0.01259,-0.0030707,-0.00304285,-0.0030429,-0.0030429,-0.00307995,0.0063006,0.0063933,0.0016474,0.00637475,0.0155795,0.00652305,0.0154495,0.0062357,-0.0030429,-0.0026999,0.00629135,0.0066714,0.0064953,-0.0036917
"1758",45,"A_M1162OF01_3S3RNA",FALSE,-0.70312,-2.2412,-0.59356,0.48339,-0.68102,-0.8792,-0.30761,-1.2524,0.132045,-0.483135,0.944815,-0.636945,-0.46142,-2.81225,-2.6809,-0.48339,-1.8896,-0.41791,-0.13183,-0.43915,-1.604,-0.19831,1.0107,-1.4502,-1.8017,-0.83495,-1.4941,-1.3183,-0.52734,-0.35156,-0.43902,-1.2744,-2.3291,-1.40635,-0.61523,-0.26367,-1.582,-1.56005,0.74685,0.70312,1.6699,-1.2305,-1.8237,-0.76908,-0.593255,-0.43945,-0.17578,0.373445,0.0219725,1.77975,-0.52734,-1.5604,-1.5158,-0.79101,2.21925,0.0880175,-1.3401,-0.3955,0.17578,-0.50537,0.17578,0.19988,0.207925,0.20866,0.20874,0.20858,0.20859,0.2086,0.208615,0.222775,0.232465,0.242325,0.247,0.21908,0.201935,0.20181,0.2089,0.21049,0.213645,0.23014,0.23078,0.230675,0.23075,0.23063,0.23057,0.0863895,0.0652635,0.061179,0.061457,0.061476,0.061459,0.083411,0.195935,0.315815,0.31445,0.281125,0.275945,0.274085,0.23207,0.152485,0.153155,0.153535,0.191255,0.223275,0.224045,0.22394,0.223965,0.2239,0.223885,0.203455,0.202585,0.20257,0.202625,0.20226,0.20179,0.20188,0.201795,0.20178,0.20186,0.201995,0.20421,0.20419,-0.0032653,-0.00295015,-0.00291305,-0.0030614,-0.00299655,-0.012312,-0.0030429,-0.0030429,-0.012423,-0.0125625,-0.012535,-0.012442,-0.00785345,-0.00307995,-0.00261645,-0.012535,-0.0030429,-0.0034507,-0.0125625,-0.00322825,-0.0123675,-0.0124975,-0.012377,-0.012516,0.00638405,0.0062079,0.00152695,0.00643965,0.0061894,0.0063655,0.0064489,0.0065138,-0.0123955,-0.0079555,-0.012349,-0.012507,-0.012368,-0.0074923,0.00163815,-0.0123305,-0.012535,0.00622645,-0.0030429,-0.0123865,-0.0122935,-0.0124415,-0.012349,-0.012535,-0.012423,-0.0124785,-0.0031541,-0.0030892,-0.0031819,-0.0030614,-0.012544,-0.012479,-0.0032097,-0.0122655,-0.0124695,-0.0121175,-0.0030429
"1759",31,"A_M1163OF02_1S2RNA",FALSE,-1.4062,-2.2192,-1.4062,-0.96679,-1.0107,-1.9336,-2.1313,-1.86765,-1.626,-1.6699,-1.5381,-1.8017,-1.626,-1.3623,-2.04345,-2.4609,-1.3623,-1.0107,-2.1972,-1.626,-1.16455,-2.0654,-1.8457,-1.34035,-0.30761,-0.61523,-1.2744,-0.637245,-2.17525,-1.9775,-0.96679,-1.0107,-1.5381,-0.79101,-1.53815,-1.8896,-1.1865,-0.92284,-0.8789,-1.5821,-1.31845,-1.6699,-1.38425,-1.626,-0.0219725,-2.35095,-1.1206,-1.3183,-0.43945,-0.3955,0.19768,-3.21865e-05,-0.812905,-0.30761,-0.52734,-0.769035,-1.0986,-0.21972,-0.30761,-1.29635,0.13188,0.19587,0.23086,0.23069,0.23068,0.230705,0.230705,0.230725,0.23071,0.230535,0.221045,0.212595,0.2061,0.20516,0.205175,0.163965,0.16091,0.241065,0.246115,0.24588,0.229645,0.176915,0.186445,0.217105,0.217125,0.21714,0.21714,0.217045,0.217105,0.217065,0.217185,0.21711,0.21708,0.217105,0.21716,0.21716,0.217105,0.17313,0.146745,0.135785,0.1511,0.175625,0.19468,0.19588,0.200155,0.200215,0.19996,0.154595,0.224685,0.22487,0.22485,0.224745,0.22471,0.22475,0.224705,0.224815,0.22458,0.188695,0.1856,0.1856,0.17202,0.17084,0.30588,0.29644,0.29642,0.29645,0.296425,0.29642,0.29165,0.2964,0.29632,0.28695,0.2964,0.29634,0.29644,0.29642,0.296425,0.296445,0.296415,0.286945,0.29642,0.296465,0.30591,0.29642,0.28693,0.296435,0.29638,0.286945,0.28703,0.286955,0.296415,0.28703,0.29641,0.29168,0.296395,0.29641,0.296415,0.29642,0.30588,0.30592,0.29644,0.305875,0.305905,0.296435,0.305915,0.30586,0.305915,0.305875,0.30592,0.296435,0.29642,0.2964,0.296375,0.286945,0.29631,0.286945,0.29633,0.286985,0.305805,0.3059,0.301345,0.29642,0.28695
"1760",32,"A_M1163OF02_1S2RNA",FALSE,0.48335,-0.5933,-0.8789,-1.3183,-0.79101,-0.83495,0.08789,0,-0.32966,-1.01075,-1.1865,-0.8789,0.48347,-0.70312,-0.83495,-0.0219726885,-0.96679,0.61523,-1.16465,-0.08789,-0.8789,0,-0.46154,-1.5381,0.08789,-0.96679,0.21972,-0.30761,-0.26367,-1.14265,-0.76908,-1.0547,0.52736,-0.1098515,-1.2305,-0.26366,-1.2744,-1.3623,-0.8789,-0.307645,-1.8017,-1.1864,-0.08789,-1.8017,-1.0547,-0.96682,-2.1533,-1.60395,-1.23045,-0.30761,-0.65917,-0.74706,-1.8018,-0.70312,-0.74706,-0.70312,-0.61523,-2.35105,-1.73585,0.13183,-0.52738,0.17114,0.19356,0.19412,0.1946,0.19498,0.195345,0.211775,0.212025,0.21202,0.21198,0.21146,0.205345,0.208135,0.238645,0.197045,0.154905,0.226945,0.226495,0.22642,0.22653,0.226505,0.22639,0.22642,0.226385,0.22644,0.226445,0.226485,0.22648,0.22647,0.22647,0.22572,0.159875,0.117945,0.139835,0.136185,0.17158,0.19215,0.231545,0.1518,0.20171,0.22399,0.223285,0.223095,0.222855,0.18655,0.22357,0.235005,0.235055,0.234985,0.234965,0.23499,0.23494,0.23503,0.234675,0.218065,0.21783,0.218035,0.21738,0.1847,0.184705,0.1845,0.29646,0.29644,0.30116,0.29644,0.296425,0.29642,0.29643,0.3059,0.29647,0.29642,0.29642,0.29642,0.296415,0.28694,0.29648,0.301155,0.286935,0.28692,0.28692,0.28693,0.28693,0.28693,0.286915,0.286895,0.28691,0.277505,0.277495,0.28691,0.28693,0.28692,0.28693,0.29639,0.30584,0.29644,0.29643,0.296435,0.29642,0.29167,0.310645,0.29631,0.28695,0.296305,0.28696,0.29638,0.296465,0.296425,0.286935,0.286975,0.286945,0.27749,0.27754,0.286895,0.28692,0.28693,0.286885,0.28692,0.286915,0.29641,0.301175,0.28694,0.30592
"1761",33,"A_M1163OF02_1S2RNA",FALSE,-1.9336,-0.57124,-0.65917,-1.2744,-2.08745,-1.80165,0.83503,-1.31845,-0.131835,-1.0987,-1.3183,-0.26367,-1.2305,-0.35153,0.13183,-0.92284,-0.96679,-0.26367,-0.856865,-0.043945,-1.1426,-1.1426,-0.52734,-0.17578,-1.7139,-0.46129,-1.3623,-0.043945,0.30761,0.13183,-1.6699,-1.29635,0.52734,1.3183,-0.50529,-1.4941,-1.3183,0.219745,-0.57128,1.0547,0.37346,-2.26315,-0.59311,-0.043945,0.28566,-0.43943,-0.3955,0.17578,-1.1426,0.19777,-0.43945,-0.43945,-1.67,-0.263625,-0.79101,0.96679,-0.21972,-0.92284,0,-0.48339,-1.0987,0.20703,0.13519,0.13067,0.149085,0.156555,0.16647,0.16657,0.16693,0.16692,0.166985,0.166895,0.167075,0.189925,0.18926,0.16769,0.14574,0.21618,0.215595,0.215355,0.21536,0.21541,0.21548,0.215445,0.21544,0.215275,0.21539,0.21543,0.21541,0.221745,0.211495,0.185185,0.26518,0.26569,0.26501,0.25395,0.253675,0.23698,0.21906,0.19926,0.156615,0.151215,0.152115,0.15262,0.16954,0.169625,0.21975,0.20409,0.203585,0.198,0.187685,0.186025,0.185555,0.18619,0.22081,0.221405,0.22101,0.220475,0.2203,0.201905,0.201785,0.20184,0.30587,0.30593,0.296465,0.301165,0.296435,0.305905,0.29646,0.30589,0.296425,0.29641,0.305865,0.29645,0.29642,0.29648,0.296445,0.305905,0.286955,0.286955,0.29172,0.29632,0.287015,0.28698,0.28695,0.29637,0.286935,0.277495,0.28693,0.28694,0.2964,0.286895,0.29649,0.27756,0.286875,0.27742,0.28218,0.286925,0.286925,0.286915,0.28692,0.28692,0.30118,0.305935,0.29645,0.296325,0.29642,0.29642,0.296385,0.29643,0.296425,0.296415,0.3058,0.296415,0.29642,0.286955,0.286925,0.28693,0.286935,0.28696,0.286945,0.29171,0.28694
"1762",34,"A_M1163OF02_1S2RNA",FALSE,-0.92284,-0.65917,0.21972,-0.922875,-0.48339,-0.52734,-0.54927,-0.52734,-0.48339,-1.18655,-0.43945,-0.065971,-0.52734,-0.52734,0.19783,-1.38425,-1.05465,-0.87893,-0.72505,-0.153775,-1.1646,-1.1426,-0.8789,-1.86765,-1.3623,0.32954,-0.92284,-1.07665,-1.3623,-0.74706,0.417445,-0.483275,-1.95555,-0.26367,-0.17578,-1.5601,-2.373,-0.70312,0.43945,-0.43949,-1.2305,-0.52734,-2.19735,-1.2085,-0.285525,0.131878,0.21972,-1.4502,-0.83495,-1.5162,0.219755,-1.84575,-0.3955,-1.3623,0.153835,-1.18655,-1.4941,-1.4941,0.17578,-1.01079,-1.1865,0.20174,0.20103,0.192115,0.19163,0.19148,0.190215,0.18982,0.189945,0.18989,0.189905,0.18978,0.189915,0.189965,0.189975,0.190035,0.22635,0.22635,0.22644,0.22635,0.22651,0.22636,0.18456,0.183845,0.18438,0.18495,0.218545,0.218845,0.218915,0.21867,0.218845,0.21878,0.218815,0.21889,0.218765,0.218795,0.218765,0.21881,0.21881,0.218915,0.21883,0.21848,0.217465,0.19678,0.196675,0.196715,0.19671,0.195825,0.195805,0.19589,0.195895,0.19582,0.195895,0.195955,0.195845,0.195835,0.19584,0.187655,0.181975,0.16606,0.165725,0.16486,0.29633,0.2964,0.296325,0.296445,0.2964,0.29641,0.29642,0.29642,0.29642,0.29642,0.29635,0.29643,0.28695,0.296355,0.296385,0.28696,0.29638,0.28693,0.29171,0.28693,0.28694,0.29174,0.29637,0.29642,0.30588,0.28693,0.28694,0.296295,0.29165,0.28695,0.286895,0.286935,0.286935,0.27745,0.286905,0.286965,0.28695,0.282145,0.28693,0.2775,0.28693,0.28692,0.29164,0.28693,0.2964,0.28694,0.287005,0.296405,0.28693,0.291715,0.28698,0.296445,0.296415,0.296415,0.287025,0.296455,0.296445,0.296405,0.29643,0.30574,0.27751
"1763",35,"A_M1163OF02_1S2RNA",FALSE,-1.1865,-1.1426,-0.32953,-1.2744,-0.79101,-0.35154,-0.0659175,-1.5381,-1.0107,-1.538,-1.5381,-0.65917,-0.856895,-2.0874,-0.83495,-0.8789,-1.1865,-1.626,-1.6699,-1.7578,-0.57128,-1.3183,-1.16455,-2.2412,-0.8789,-1.7139,-0.32963,-0.3955,-1.4502,-1.38425,-1.3623,-0.43933,-1.3623,-0.109843,-0.835075,-0.74706,-0.637125,-0.088235205,-2.13135,0.08789,-0.43945,-0.307755,-1.6699,0.329585,-0.65925,-1.0107,-1.0986,-1.0107,0.17578,-0.944895,-0.70312,-1.6699,-0.79101,0.17578,-1.40625,-0.30761,-0.21972,-0.48339,-1.77965,-1.6698,-1.6699,0.1653,0.19929,0.19943,0.21485,0.23031,0.232655,0.233075,0.23254,0.232415,0.23245,0.231745,0.202035,0.198365,0.19853,0.19826,0.19852,0.198375,0.198435,0.19829,0.19851,0.198475,0.198445,0.21071,0.21103,0.21118,0.21117,0.21112,0.21127,0.211175,0.211095,0.21118,0.211125,0.21114,0.211185,0.211085,0.2108,0.1967,0.196605,0.19663,0.19646,0.19673,0.196675,0.196505,0.196635,0.196685,0.19667,0.196705,0.19676,0.196675,0.19677,0.19667,0.196545,0.196845,0.19666,0.19704,0.221255,0.22142,0.221455,0.22138,0.22138,0.22157,0.29642,0.296405,0.286945,0.287005,0.28694,0.286935,0.286925,0.28693,0.2869,0.27754,0.286895,0.277485,0.286945,0.286965,0.28693,0.2869,0.29166,0.28695,0.28698,0.291545,0.296405,0.296415,0.28698,0.296405,0.28696,0.286935,0.286925,0.28693,0.286975,0.286955,0.28693,0.2869,0.28688,0.28693,0.28693,0.286915,0.286935,0.29166,0.287,0.286895,0.28693,0.28693,0.286935,0.286945,0.28696,0.28693,0.287025,0.296365,0.2963,0.28697,0.29636,0.286955,0.28694,0.277555,0.28716,0.277475,0.27749,0.27744,0.27744,0.277545,0.27746
"1764",36,"A_M1163OF02_1S2RNA",FALSE,-0.263715,-0.17578,-2.1973,0.26367,0.3955,-1.0986,-1.20855,-1.3623,-0.878985,-0.17578,0.131855,-1.626,-1.25245,-1.0107,-0.54931,-0.79101,-0.79101,-0.83495,-1.0547,-1.0107,-0.878965,-0.96679,0.153805,-1.42805,-1.7578,-0.4835,-1.34025,-0.92284,-0.043902255,-0.2856,-0.50537,-2.329,-1.7359,-0.81294,-0.043945,-0.61523,-1.626,-0.61523,-0.48339,-0.61523,-0.30761,-0.92284,-1.80185,-1.53815,-0.8789,-0.681105,-0.43945,0.61523,0.08789,-0.57128,0.43945,0.1097315,-0.878855,0.065939,0.065982,-0.065896,-0.043945,0.57128,-1.0547,-0.26367,-0.21972,0.244975,0.24256,0.22157,0.20346,0.203465,0.203375,0.20287,0.202655,0.202575,0.20272,0.20264,0.20264,0.202715,0.202185,0.201875,0.201815,0.201765,0.201625,0.20109,0.201055,0.200985,0.20095,0.20088,0.17028,0.170445,0.17027,0.170345,0.17052,0.17124,0.1712,0.171145,0.1711,0.170975,0.171615,0.184905,0.19938,0.233405,0.23288,0.223375,0.216075,0.214425,0.193915,0.19482,0.19792,0.22575,0.2256,0.225555,0.225365,0.20528,0.20439,0.20436,0.204325,0.204325,0.204415,0.204385,0.20437,0.2044,0.20416,0.20356,0.203395,0.203875,0.27744,0.27746,0.277515,0.277435,0.28221,0.286805,0.29616,0.28704,0.29637,0.28693,0.286945,0.28694,0.296395,0.29642,0.28707,0.296395,0.29642,0.28703,0.286975,0.29629,0.29632,0.2869,0.28693,0.296215,0.29642,0.296385,0.29645,0.28703,0.29642,0.29642,0.296365,0.29642,0.296375,0.29651,0.29638,0.28691,0.28704,0.28697,0.28694,0.286935,0.28693,0.28697,0.28697,0.287005,0.27744,0.277495,0.28691,0.27744,0.2775,0.277485,0.27744,0.286835,0.277535,0.277515,0.27738,0.27744,0.27745,0.27743,0.28693,0.282195,0.2822
"1765",37,"A_M1163OF02_1S2RNA",FALSE,0.8789,0.54916,1.0986,-0.74704,-0.61523,-0.65917,-0.65917,1.4062,0.08789,-1.8017,1.47215,0.35156,0.747065,-1.0107,-2.1972,-2.1972,0.219725,-0.57128,-2.2192,-0.3955,-1.01055,-0.92284,-0.74706,-0.90087,-0.65917,-1.0986,-1.1865,-1.1426,-0.08789,-1.99965,-1.2305,-1.8896,-0.52734,0.022036875,0.263865,-1.8896,-2.417,-1.6699,-0.35156,-0.351755,-0.26367,-0.15387,0.043945,-1.6699,-1.25245,-2.5928,-2.2852,1.6699,0.57128,-0.17578,-2.13125,-1.4941,-1.4502,1.62605,-2.2192,-0.70312,0.19775,-0.92284,-0.83495,-0.724795,-0.30761,0.20344,0.20354,0.203485,0.20431,0.256105,0.23841,0.21375,0.20463,0.204215,0.20264,0.19411,0.19157,0.19138,0.189895,0.18441,0.18372,0.183125,0.18229,0.182265,0.182205,0.18229,0.18221,0.18218,0.18235,0.182105,0.18207,0.181245,0.16758,0.153745,0.154345,0.204075,0.20621,0.2051,0.17365,0.17301,0.13888,0.13951,0.13965,0.13996,0.169915,0.187665,0.187375,0.187425,0.187925,0.200165,0.23916,0.240085,0.24019,0.247575,0.249245,0.249395,0.24948,0.24923,0.24943,0.21297,0.181665,0.259635,0.259105,0.21919,0.21485,0.214415,0.268045,0.277485,0.27744,0.28687,0.272775,0.27757,0.2868,0.27744,0.277455,0.28686,0.277395,0.27747,0.286895,0.28693,0.291595,0.286895,0.27752,0.287115,0.296415,0.28697,0.296345,0.287045,0.287155,0.296395,0.296245,0.292005,0.286975,0.29642,0.29643,0.29612,0.28702,0.286975,0.28693,0.29166,0.28693,0.301135,0.28704,0.29626,0.296405,0.282265,0.287075,0.286985,0.286915,0.29637,0.27748,0.28693,0.277405,0.26795,0.267945,0.26799,0.27744,0.277415,0.27749,0.26794,0.277515,0.277425,0.267825,0.27736,0.28689,0.26801,0.28221
"1766",38,"A_M1163OF02_1S2RNA",FALSE,-0.30761,-0.70312,-0.747085,-1.1646,-1.8017,-0.65917,-0.61523,-2.70275,-1.582,-0.83495,-0.878985,-0.92284,-1.626,-0.76906,-1.5381,-2.2412,-2.2412,-0.57128,-0.65917,-1.8017,-0.351515,-1.1865,-0.39546,-1.7578,-2.70275,-1.86775,-1.0547,-0.59328,0,-1.64785,-0.769145,-1.0107,-1.4062,0,-1.77975,-0.703225,-0.263735,-2.0214,-0.92293,-0.37353,-1.9775,-0.52734,0.08789,-1.0327,-0.395525,-0.681125,-1.40615,-1.3622,0.08789,0.83495,-0.747045,-1.2964,-0.30761,-1.6699,-1.36225,0.0219724575,-0.70312,-0.70312,-0.329585,0.043945,-1.3623,0.214205,0.20531,0.194295,0.18724,0.187565,0.22892,0.22976,0.22983,0.22985,0.229545,0.214335,0.21289,0.21284,0.212885,0.212815,0.212915,0.212875,0.21284,0.212895,0.212865,0.213,0.244235,0.24429,0.242935,0.24264,0.24266,0.24173,0.18102,0.130275,0.13101,0.13119,0.131195,0.131235,0.13121,0.13122,0.160665,0.179135,0.24503,0.24338,0.234665,0.19454,0.24347,0.236465,0.21024,0.209555,0.209565,0.232885,0.235835,0.23505,0.2349,0.23495,0.23502,0.234885,0.235015,0.27462,0.2609,0.260275,0.25954,0.20737,0.13605,0.13689,0.27753,0.27741,0.277435,0.28221,0.291625,0.277415,0.27748,0.277695,0.2775,0.277415,0.277425,0.27735,0.277445,0.27744,0.27727,0.277395,0.2775,0.27746,0.277565,0.28692,0.27744,0.272705,0.27727,0.27743,0.272585,0.27744,0.2775,0.27722,0.291545,0.29635,0.28684,0.28697,0.29642,0.287095,0.29654,0.296415,0.282165,0.286875,0.27748,0.2774,0.296325,0.272465,0.27744,0.286855,0.2775,0.277495,0.282165,0.27738,0.277395,0.27744,0.27746,0.277435,0.28213,0.277555,0.26798,0.267925,0.26805,0.267985,0.27746,0.286985,0.30128
"1767",39,"A_M1163OF02_1S2RNA",FALSE,-0.39559,-0.3955,-1.2305,-0.988745,-0.61523,-0.61523,-0.61523,-0.02207979,-1.77965,-1.03285,-1.1645,0.17595,-0.21972,-1.23065,-0.241695,-2.0874,0.35156,-0.65917,-0.966685,-0.79101,-1.9775,-0.70312,-2.0215,-0.15381,-0.70312,-2.0654,-1.1425,-0.48339,-1.5381,-1.5381,-0.92284,-0.35156,-0.83495,-1.9775,-1.8457,-2.0654,-0.615315,0.395525,-1.8237,-1.80165,-2.1094,-0.044095205,-0.72522,-1.5381,-0.79105,-0.30755,-0.48339,-2.6806,-1.5384,-1.73575,-0.3516,0.0219725,-2.4609,-0.087849,-0.70299,-1.7139,-0.285555,-2.0654,-2.5488,-1.56015,-0.527295,0.1502,0.217865,0.224895,0.196735,0.1968,0.196635,0.196685,0.196875,0.24552,0.147875,0.14709,0.256965,0.13566,0.0353725,0.15267,0.174715,0.2075,0.20709,0.206925,0.23613,0.24694,0.24679,0.243525,0.231435,0.229625,0.22897,0.229095,0.24924,0.260335,0.259625,0.25908,0.231205,0.17395,0.040542,0.0557495,0.0547535,0.0546825,0.149325,0.200905,0.2037,0.18593,0.185105,0.21869,0.19763,0.234385,0.21592,0.1333,0.19602,0.2069,0.18902,0.18735,0.23573,0.246515,0.19076,0.186355,0.185035,0.170755,0.169715,0.16932,0.16945,0.170005,0.286905,0.27737,0.27744,0.28694,0.27744,0.296355,0.277505,0.28693,0.277405,0.291555,0.296405,0.2633,0.2774,0.296285,0.28687,0.29161,0.27744,0.286925,0.28693,0.277465,0.277535,0.27744,0.27742,0.277485,0.27744,0.27744,0.267975,0.267985,0.267905,0.277265,0.27742,0.26799,0.27745,0.286865,0.28191,0.296385,0.28691,0.286895,0.28693,0.27744,0.28697,0.28685,0.27744,0.28693,0.27736,0.27754,0.28699,0.28697,0.27764,0.28709,0.286925,0.27742,0.277455,0.28681,0.282215,0.27744,0.27747,0.28707,0.28692,0.2775,0.291675
"1768",40,"A_M1163OF02_1S2RNA",FALSE,-0.21985,0.35156,-1.07665,-1.582,-1.8458,-1.1206,-1.0986,-0.65917,-0.83495,-0.8789,-1.25245,-1.7797,-1.1426,-1.1426,-1.16455,-0.813045,-1.64795,-0.61523,-0.70312,-1.8017,-1.4062,-1.16455,-1.2305,-0.43945,-1.4941,-1.25235,-1.1206,-1.36245,-1.3183,-0.6372,-1.3623,-0.68117,-2.1533,-2.17525,-1.20835,-2.1313,-2.21915,-1.3623,-0.461355,-0.263735,-3.4277,-2.4609,-2.2412,-2.1972,-1.604,-2.0654,-2.0654,-1.5381,-1.3183,-1.4062,-1.2743,-2.0654,-2.0654,-2.0654,-2.0654,-2.0654,-2.0654,-2.0654,-2.0654,-2.0654,-2.0654,0.169275,0.169605,0.203595,0.21475,0.192035,0.191005,0.19071,0.196395,0.22778,0.210865,0.20189,0.19985,0.199175,0.19917,0.1992,0.199445,0.199195,0.19932,0.199265,0.199205,0.19914,0.198725,0.19823,0.18387,0.182975,0.20631,0.205545,0.205135,0.205545,0.214325,0.21386,0.20139,0.186165,0.185555,0.124225,0,0.021272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286935,0.28693,0.27753,0.27744,0.287055,0.28698,0.286925,0.27745,0.277375,0.277475,0.286935,0.27746,0.282625,0.27745,0.277445,0.27744,0.27755,0.27744,0.277465,0.27744,0.286795,0.27746,0.277505,0.286755,0.28688,0.281995,0.277635,0.286925,0.27744,0.27743,0.277415,0.27742,0.28689,0.28692,0.286795,0.287025,0.286895,0.37714,4.43005,9.26585,12.6165,18.739,21.012,22.332,20.794,21.0785,21.3775,21.102,19.8725,21.036,19.3655,10.0114,0.33928,0.358165,0.334385,0.3202,0.305955,0.305915,0.29648,0.286985,0.30121
